6.20,0.58,0.00,1.60,0.07,8.00,18.00,1.00,3.56,0.84,9.40,5.00
10.00,0.32,0.59,2.20,0.08,3.00,15.00,1.00,3.20,0.78,9.60,5.00
7.80,0.53,0.01,1.60,0.08,3.00,19.00,1.00,3.16,0.46,9.80,5.00
7.70,0.64,0.21,2.20,0.08,32.00,133.00,1.00,3.27,0.45,9.90,5.00
7.80,0.53,0.01,1.60,0.08,3.00,19.00,1.00,3.16,0.46,9.80,5.00
7.50,0.40,0.18,1.60,0.08,24.00,58.00,1.00,3.34,0.58,9.40,5.00
7.60,0.41,0.33,2.50,0.08,6.00,23.00,1.00,3.30,0.58,11.20,5.00
7.80,0.64,0.00,1.90,0.07,27.00,55.00,1.00,3.31,0.63,11.00,5.00
7.90,0.18,0.40,2.20,0.05,38.00,67.00,1.00,3.33,0.93,11.30,5.00
7.40,0.41,0.24,1.80,0.07,18.00,47.00,1.00,3.37,0.62,10.40,5.00
10.00,0.38,0.38,1.60,0.17,27.00,90.00,1.00,3.15,0.65,8.50,5.00
6.80,0.92,0.29,4.80,0.07,15.00,39.00,1.00,3.53,0.54,11.10,5.00
7.00,0.59,0.00,1.70,0.05,3.00,8.00,1.00,3.41,0.47,10.30,5.00
6.90,0.63,0.02,1.90,0.08,18.00,30.00,1.00,3.40,0.75,9.80,5.00
6.90,0.58,0.20,1.75,0.06,8.00,22.00,0.99,3.38,0.49,11.70,5.00
6.90,0.63,0.02,1.90,0.08,18.00,30.00,1.00,3.40,0.75,9.80,5.00
6.80,0.67,0.00,1.90,0.08,22.00,39.00,1.00,3.40,0.74,9.70,5.00
6.90,0.58,0.01,1.90,0.08,40.00,54.00,1.00,3.40,0.73,9.70,5.00
7.60,0.49,0.33,1.90,0.07,27.00,85.00,1.00,3.41,0.58,9.00,5.00
7.60,0.49,0.33,1.90,0.07,27.00,85.00,1.00,3.41,0.58,9.00,5.00
8.40,0.29,0.40,1.70,0.07,8.00,20.00,1.00,3.39,0.60,10.50,5.00
6.80,0.59,0.10,1.70,0.06,34.00,53.00,1.00,3.41,0.67,9.70,5.00
6.80,0.59,0.10,1.70,0.06,34.00,53.00,1.00,3.41,0.67,9.70,5.00
10.00,0.69,0.11,1.40,0.08,8.00,24.00,1.00,2.88,0.47,9.70,5.00
6.70,0.70,0.08,3.75,0.07,8.00,16.00,0.99,3.43,0.52,12.60,5.00
6.10,0.60,0.08,1.80,0.07,14.00,45.00,0.99,3.38,0.54,11.00,5.00
9.90,0.50,0.50,13.80,0.21,48.00,82.00,1.00,3.16,0.75,8.80,5.00
9.90,0.50,0.50,13.80,0.21,48.00,82.00,1.00,3.16,0.75,8.80,5.00
8.20,0.28,0.60,3.00,0.10,10.00,22.00,1.00,3.39,0.68,10.60,5.00
8.20,0.28,0.60,3.00,0.10,10.00,22.00,1.00,3.39,0.68,10.60,5.00
8.10,0.33,0.44,1.50,0.04,6.00,12.00,1.00,3.35,0.61,10.70,5.00
7.00,0.66,0.16,2.10,0.07,8.00,25.00,1.00,3.37,0.55,9.70,5.00
6.80,0.68,0.21,2.10,0.07,9.00,23.00,1.00,3.38,0.60,10.30,5.00
6.00,0.64,0.05,1.90,0.07,9.00,17.00,0.99,3.52,0.78,10.60,5.00
5.60,0.54,0.04,1.70,0.05,5.00,13.00,0.99,3.72,0.58,11.40,5.00
5.60,0.54,0.04,1.70,0.05,5.00,13.00,0.99,3.72,0.58,11.40,5.00
6.20,0.65,0.06,1.60,0.05,6.00,18.00,0.99,3.57,0.54,11.95,5.00
7.70,0.54,0.26,1.90,0.09,23.00,147.00,1.00,3.26,0.59,9.70,5.00
7.70,0.54,0.26,1.90,0.09,23.00,147.00,1.00,3.26,0.59,9.70,5.00
7.50,0.73,0.04,1.50,0.08,8.00,15.00,1.00,3.26,0.53,9.60,5.00
7.80,0.82,0.29,4.30,0.08,21.00,64.00,1.00,3.16,0.53,9.40,5.00
7.30,0.59,0.18,2.40,0.08,15.00,60.00,1.00,3.31,0.54,9.80,5.00
7.90,0.18,0.40,1.80,0.06,7.00,20.00,0.99,3.28,0.70,11.10,5.00
7.10,0.69,0.04,2.10,0.07,19.00,27.00,1.00,3.44,0.67,9.80,5.00
6.10,0.32,0.25,2.30,0.07,23.00,58.00,1.00,3.42,0.97,10.60,5.00
7.40,0.47,0.46,2.20,0.11,7.00,20.00,1.00,3.32,0.63,10.50,5.00
6.60,0.70,0.08,2.60,0.11,14.00,27.00,1.00,3.44,0.58,10.20,5.00
6.10,0.32,0.25,2.30,0.07,23.00,58.00,1.00,3.42,0.97,10.60,5.00
6.80,0.48,0.25,2.00,0.08,29.00,61.00,1.00,3.34,0.60,10.40,5.00
6.70,0.48,0.08,2.10,0.06,18.00,34.00,1.00,3.33,0.64,9.70,5.00
6.10,0.71,0.10,2.80,0.08,13.00,28.00,1.00,3.60,0.66,10.20,5.00
8.00,0.39,0.30,1.90,0.07,32.00,84.00,1.00,3.39,0.61,9.00,5.00
6.20,0.64,0.09,2.50,0.08,15.00,26.00,1.00,3.57,0.63,12.00,5.00
7.20,0.39,0.32,1.80,0.07,34.00,60.00,1.00,3.46,0.78,9.90,5.00
7.00,0.57,0.02,2.00,0.07,17.00,26.00,1.00,3.36,0.61,10.20,5.00
6.30,0.60,0.10,1.60,0.05,12.00,26.00,0.99,3.55,0.51,12.10,5.00
11.20,0.40,0.50,2.00,0.10,19.00,50.00,1.00,3.10,0.58,10.40,5.00
7.10,0.68,0.00,2.30,0.09,17.00,26.00,1.00,3.45,0.53,9.50,5.00
7.10,0.67,0.00,2.30,0.08,18.00,27.00,1.00,3.44,0.54,9.40,5.00
7.30,0.74,0.00,2.20,0.08,18.00,28.00,1.00,3.41,0.60,9.40,5.00
6.60,0.88,0.04,2.20,0.07,12.00,20.00,1.00,3.53,0.56,9.90,5.00
6.90,0.63,0.33,6.70,0.24,66.00,115.00,1.00,3.22,0.56,9.50,5.00
7.80,0.60,0.26,2.00,0.08,31.00,131.00,1.00,3.21,0.52,9.90,5.00
7.80,0.60,0.26,2.00,0.08,31.00,131.00,1.00,3.21,0.52,9.90,5.00
7.80,0.60,0.26,2.00,0.08,31.00,131.00,1.00,3.21,0.52,9.90,5.00
7.20,0.70,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5.00
7.20,0.70,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5.00
7.20,0.70,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5.00
7.20,0.70,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5.00
7.00,0.56,0.13,1.60,0.08,25.00,42.00,1.00,3.34,0.59,9.20,5.00
7.30,0.69,0.32,2.20,0.07,35.00,104.00,1.00,3.33,0.51,9.50,5.00
6.20,0.56,0.09,1.70,0.05,24.00,32.00,0.99,3.54,0.60,11.30,5.00
6.20,0.56,0.09,1.70,0.05,24.00,32.00,0.99,3.54,0.60,11.30,5.00
6.10,0.72,0.10,2.60,0.05,13.00,27.00,0.99,3.57,0.50,11.90,5.00
6.20,0.46,0.29,2.10,0.07,32.00,98.00,1.00,3.33,0.62,9.80,5.00
6.60,0.73,0.20,7.80,0.07,29.00,79.00,1.00,3.29,0.54,9.20,5.00
6.20,0.60,0.08,2.00,0.09,32.00,44.00,0.99,3.45,0.58,10.50,5.00
5.90,0.65,0.12,2.00,0.08,32.00,44.00,1.00,3.57,0.71,10.20,5.00
8.80,0.61,0.19,4.00,0.09,30.00,69.00,1.00,3.22,0.50,10.00,6.00
9.00,0.80,0.12,2.40,0.08,8.00,28.00,1.00,3.33,0.65,10.40,6.00
6.80,0.57,0.00,2.50,0.07,32.00,64.00,0.99,3.43,0.56,11.20,6.00
10.10,0.45,0.23,1.90,0.08,10.00,18.00,1.00,3.22,0.65,9.30,6.00
7.20,0.63,0.03,2.20,0.08,17.00,88.00,1.00,3.53,0.58,9.80,6.00
7.10,0.59,0.01,2.30,0.08,27.00,43.00,1.00,3.42,0.58,10.70,6.00
7.10,0.59,0.01,2.30,0.08,27.00,43.00,1.00,3.42,0.58,10.70,6.00
6.10,0.56,0.00,2.20,0.08,6.00,9.00,0.99,3.59,0.54,11.50,6.00
7.40,0.52,0.13,2.40,0.08,34.00,61.00,1.00,3.43,0.59,10.80,6.00
7.30,0.31,0.39,1.20,0.06,7.00,11.00,0.99,3.29,0.52,11.50,6.00
9.30,0.38,0.48,3.80,0.13,3.00,11.00,1.00,3.23,0.57,13.20,6.00
9.10,0.28,0.46,9.00,0.11,3.00,9.00,1.00,3.18,0.60,10.90,6.00
10.00,0.46,0.44,2.90,0.07,4.00,8.00,1.00,3.33,0.62,12.20,6.00
7.30,0.31,0.39,1.20,0.06,7.00,11.00,0.99,3.29,0.52,11.50,6.00
8.60,0.32,0.40,2.20,0.08,3.00,6.00,1.00,3.27,0.67,11.90,6.00
6.80,0.41,0.31,8.80,0.08,26.00,45.00,1.00,3.38,0.64,10.10,6.00
8.40,0.36,0.32,2.20,0.08,32.00,79.00,1.00,3.30,0.72,11.00,6.00
8.40,0.62,0.12,1.80,0.07,38.00,46.00,1.00,3.38,0.89,11.80,6.00
8.40,0.36,0.32,2.20,0.08,32.00,79.00,1.00,3.30,0.72,11.00,6.00
8.40,0.62,0.12,1.80,0.07,38.00,46.00,1.00,3.38,0.89,11.80,6.00
6.80,0.41,0.31,8.80,0.08,26.00,45.00,1.00,3.38,0.64,10.10,6.00
9.40,0.24,0.33,2.30,0.06,52.00,73.00,1.00,3.47,0.90,10.20,6.00
7.60,0.40,0.29,1.90,0.08,29.00,66.00,1.00,3.45,0.59,9.50,6.00
8.80,0.30,0.38,2.30,0.06,19.00,72.00,1.00,3.39,0.72,11.80,6.00
8.80,0.30,0.38,2.30,0.06,19.00,72.00,1.00,3.39,0.72,11.80,6.00
7.60,0.43,0.40,2.70,0.08,6.00,11.00,1.00,3.44,0.54,12.20,6.00
9.00,0.36,0.52,2.10,0.11,5.00,10.00,1.00,3.31,0.62,11.30,6.00
9.50,0.37,0.52,2.00,0.09,12.00,51.00,1.00,3.29,0.58,11.10,6.00
8.50,0.47,0.27,1.90,0.06,18.00,38.00,1.00,3.16,0.85,11.10,6.00
8.80,0.27,0.39,2.00,0.10,20.00,27.00,1.00,3.15,0.69,11.20,6.00
8.50,0.47,0.27,1.90,0.06,18.00,38.00,1.00,3.16,0.85,11.10,6.00
8.30,0.34,0.40,2.40,0.07,24.00,48.00,1.00,3.34,0.86,11.00,6.00
9.00,0.40,0.43,2.40,0.07,29.00,46.00,0.99,3.20,0.60,12.20,6.00
10.40,0.26,0.48,1.90,0.07,6.00,10.00,1.00,3.33,0.87,10.90,6.00
10.40,0.26,0.48,1.90,0.07,6.00,10.00,1.00,3.33,0.87,10.90,6.00
9.10,0.50,0.30,1.90,0.07,8.00,17.00,1.00,3.32,0.71,10.50,6.00
7.30,0.52,0.32,2.10,0.07,51.00,70.00,0.99,3.34,0.82,12.90,6.00
9.10,0.50,0.30,1.90,0.07,8.00,17.00,1.00,3.32,0.71,10.50,6.00
7.40,0.58,0.00,2.00,0.06,7.00,11.00,1.00,3.45,0.58,11.30,6.00
9.70,0.30,0.40,1.50,0.07,14.00,21.00,1.00,3.14,0.51,10.90,6.00
6.50,0.40,0.10,2.00,0.08,30.00,47.00,1.00,3.36,0.48,9.40,6.00
7.70,0.60,0.06,2.00,0.08,19.00,41.00,1.00,3.39,0.62,10.10,6.00
8.90,0.84,0.34,1.40,0.05,4.00,10.00,1.00,3.12,0.48,9.10,6.00
6.40,0.69,0.00,1.65,0.06,7.00,12.00,0.99,3.47,0.53,12.90,6.00
8.90,0.32,0.31,2.00,0.09,12.00,19.00,1.00,3.17,0.55,10.40,6.00
7.50,0.71,0.00,1.60,0.09,22.00,31.00,1.00,3.38,0.58,10.00,6.00
8.00,0.58,0.16,2.00,0.12,3.00,7.00,0.99,3.22,0.58,11.20,6.00
10.50,0.39,0.46,2.20,0.08,14.00,27.00,1.00,3.06,0.84,11.40,6.00
8.00,0.18,0.37,0.90,0.05,36.00,109.00,0.99,2.89,0.44,12.70,6.00
8.00,0.18,0.37,0.90,0.05,36.00,109.00,0.99,2.89,0.44,12.70,6.00
11.30,0.36,0.66,2.40,0.12,3.00,8.00,1.00,3.20,0.53,11.90,6.00
11.30,0.36,0.66,2.40,0.12,3.00,8.00,1.00,3.20,0.53,11.90,6.00
8.20,0.32,0.42,2.30,0.10,3.00,9.00,1.00,3.27,0.55,12.30,6.00
8.60,0.83,0.00,2.80,0.10,17.00,43.00,1.00,3.33,0.60,10.40,6.00
7.90,0.31,0.32,1.90,0.07,14.00,36.00,0.99,3.41,0.56,12.60,6.00
7.20,0.34,0.21,2.50,0.08,41.00,68.00,1.00,3.37,0.54,10.10,6.00
7.50,0.57,0.08,2.60,0.09,14.00,27.00,1.00,3.30,0.59,10.40,6.00
8.90,0.75,0.18,2.50,0.08,15.00,48.00,1.00,3.20,0.47,9.70,6.00
8.90,0.50,0.21,2.20,0.09,21.00,39.00,1.00,3.33,0.83,11.10,6.00
6.90,0.49,0.19,1.70,0.08,13.00,26.00,1.00,3.38,0.64,9.80,6.00
8.90,0.50,0.21,2.20,0.09,21.00,39.00,1.00,3.33,0.83,11.10,6.00
6.40,0.39,0.33,3.30,0.05,12.00,53.00,0.99,3.36,0.62,12.20,6.00
6.90,0.44,0.00,1.40,0.07,32.00,38.00,0.99,3.32,0.58,11.40,6.00
7.60,0.78,0.00,1.70,0.08,33.00,45.00,1.00,3.31,0.62,10.70,6.00
9.30,0.49,0.36,1.70,0.08,3.00,14.00,1.00,3.27,0.78,10.90,6.00
9.30,0.50,0.36,1.80,0.08,6.00,17.00,1.00,3.27,0.77,10.80,6.00
8.20,0.64,0.27,2.00,0.10,5.00,77.00,1.00,3.13,0.62,9.10,6.00
8.20,0.64,0.27,2.00,0.10,5.00,77.00,1.00,3.13,0.62,9.10,6.00
11.60,0.23,0.57,1.80,0.07,3.00,8.00,1.00,3.14,0.70,9.90,6.00
8.00,0.38,0.44,1.90,0.10,6.00,15.00,1.00,3.30,0.64,11.40,6.00
10.20,0.29,0.65,2.40,0.08,6.00,17.00,1.00,3.22,0.63,11.80,6.00
8.20,0.74,0.09,2.00,0.07,5.00,10.00,0.99,3.28,0.57,11.80,6.00
7.70,0.61,0.18,2.40,0.08,6.00,20.00,1.00,3.29,0.60,10.20,6.00
7.20,0.35,0.26,1.80,0.08,33.00,75.00,1.00,3.40,0.58,9.50,6.00
8.00,0.62,0.33,2.70,0.09,16.00,37.00,1.00,3.31,0.58,10.70,6.00
9.90,0.32,0.56,2.00,0.07,3.00,8.00,1.00,3.15,0.73,11.40,6.00
10.30,0.27,0.56,1.40,0.05,3.00,8.00,0.99,3.16,0.51,11.80,6.00
7.20,0.38,0.30,1.80,0.07,31.00,70.00,1.00,3.42,0.59,9.50,6.00
8.70,0.42,0.45,2.40,0.07,32.00,59.00,1.00,3.33,0.77,12.00,6.00
7.20,0.38,0.30,1.80,0.07,31.00,70.00,1.00,3.42,0.59,9.50,6.00
7.90,0.19,0.42,1.60,0.06,18.00,30.00,0.99,3.29,0.69,11.20,6.00
7.90,0.34,0.42,2.00,0.09,8.00,19.00,1.00,3.35,0.60,11.40,6.00
7.00,0.54,0.09,2.00,0.08,10.00,16.00,0.99,3.43,0.59,11.50,6.00
6.60,0.73,0.09,5.50,0.12,9.00,17.00,1.00,3.35,0.49,10.80,6.00
6.60,0.73,0.09,5.50,0.12,9.00,17.00,1.00,3.35,0.49,10.80,6.00
8.40,0.34,0.42,2.10,0.07,23.00,36.00,0.99,3.11,0.78,12.40,6.00
7.40,0.49,0.27,2.10,0.07,14.00,25.00,0.99,3.35,0.63,12.00,6.00
6.10,0.48,0.09,1.70,0.08,18.00,30.00,0.99,3.45,0.54,11.20,6.00
7.40,0.49,0.27,2.10,0.07,14.00,25.00,0.99,3.35,0.63,12.00,6.00
8.00,0.48,0.34,2.20,0.07,16.00,25.00,0.99,3.28,0.66,12.40,6.00
8.20,0.23,0.42,1.90,0.07,9.00,17.00,0.99,3.21,0.54,12.30,6.00
10.80,0.47,0.43,2.10,0.17,27.00,66.00,1.00,3.17,0.76,10.80,6.00
8.30,0.53,0.00,1.40,0.07,6.00,14.00,1.00,3.25,0.64,10.00,6.00
7.90,0.33,0.41,1.50,0.06,6.00,35.00,0.99,3.29,0.71,11.00,6.00
8.90,0.24,0.39,1.60,0.07,3.00,10.00,1.00,3.12,0.59,9.50,6.00
5.00,0.40,0.50,4.30,0.05,29.00,80.00,0.99,3.49,0.66,13.60,6.00
7.00,0.69,0.07,2.50,0.09,15.00,21.00,1.00,3.38,0.60,11.30,6.00
7.00,0.69,0.07,2.50,0.09,15.00,21.00,1.00,3.38,0.60,11.30,6.00
7.00,0.69,0.07,2.50,0.09,15.00,21.00,1.00,3.38,0.60,11.30,6.00
7.10,0.39,0.12,2.10,0.07,14.00,24.00,0.99,3.30,0.53,13.30,6.00
6.60,0.50,0.00,1.80,0.06,21.00,28.00,0.99,3.44,0.55,12.30,6.00
6.30,0.47,0.00,1.40,0.06,27.00,33.00,0.99,3.45,0.48,12.30,6.00
10.70,0.40,0.37,1.90,0.08,17.00,29.00,1.00,3.12,0.65,11.20,6.00
5.80,0.29,0.26,1.70,0.06,3.00,11.00,0.99,3.39,0.54,13.50,6.00
6.30,0.76,0.00,2.90,0.07,26.00,52.00,0.99,3.51,0.60,11.50,6.00
10.50,0.43,0.35,3.30,0.09,24.00,70.00,1.00,3.21,0.69,10.50,6.00
9.10,0.60,0.00,1.90,0.06,5.00,10.00,1.00,3.18,0.63,10.40,6.00
8.00,0.25,0.43,1.70,0.07,22.00,50.00,0.99,3.38,0.60,11.90,6.00
10.40,0.52,0.45,2.00,0.08,6.00,13.00,1.00,3.22,0.76,11.40,6.00
10.40,0.52,0.45,2.00,0.08,6.00,13.00,1.00,3.22,0.76,11.40,6.00
8.20,0.51,0.24,2.00,0.08,16.00,86.00,1.00,3.34,0.64,9.50,6.00
7.30,0.40,0.30,1.70,0.08,33.00,79.00,1.00,3.41,0.65,9.50,6.00
8.20,0.38,0.32,2.50,0.08,24.00,71.00,1.00,3.27,0.85,11.00,6.00
6.90,0.45,0.11,2.40,0.04,6.00,12.00,0.99,3.30,0.65,11.40,6.00
7.00,0.22,0.30,1.80,0.07,16.00,20.00,1.00,3.61,0.82,10.00,6.00
8.20,0.20,0.43,2.50,0.08,31.00,51.00,1.00,3.53,0.81,10.40,6.00
7.80,0.50,0.12,1.80,0.18,6.00,21.00,1.00,3.28,0.87,9.80,6.00
7.80,0.39,0.42,2.00,0.09,9.00,21.00,1.00,3.39,0.66,11.60,6.00
10.00,0.35,0.47,2.00,0.06,6.00,11.00,1.00,3.23,0.52,12.00,6.00
6.10,0.58,0.23,2.50,0.04,16.00,70.00,0.99,3.46,0.65,12.50,6.00
9.60,0.42,0.35,2.10,0.08,17.00,38.00,1.00,3.23,0.66,11.10,6.00
6.60,0.58,0.00,2.20,0.10,50.00,63.00,1.00,3.59,0.68,11.40,6.00
6.70,0.41,0.43,2.80,0.08,22.00,54.00,1.00,3.42,1.16,10.60,6.00
8.80,0.45,0.43,1.40,0.08,12.00,21.00,1.00,3.21,0.75,10.20,6.00
6.50,0.34,0.27,2.80,0.07,8.00,44.00,0.99,3.21,0.56,12.00,6.00
7.60,0.50,0.29,2.30,0.09,5.00,14.00,1.00,3.32,0.62,11.50,6.00
9.20,0.36,0.34,1.60,0.06,5.00,12.00,1.00,3.20,0.67,10.50,6.00
7.10,0.59,0.00,2.20,0.08,26.00,44.00,1.00,3.42,0.68,10.80,6.00
9.70,0.42,0.46,2.10,0.07,5.00,16.00,1.00,3.27,0.74,12.30,6.00
7.60,0.36,0.31,1.70,0.08,26.00,65.00,1.00,3.46,0.62,9.50,6.00
7.60,0.36,0.31,1.70,0.08,26.00,65.00,1.00,3.46,0.62,9.50,6.00
6.50,0.61,0.00,2.20,0.10,48.00,59.00,1.00,3.61,0.70,11.50,6.00
8.20,0.35,0.33,2.40,0.08,11.00,47.00,1.00,3.27,0.81,11.00,6.00
8.20,0.35,0.33,2.40,0.08,11.00,47.00,1.00,3.27,0.81,11.00,6.00
10.20,0.40,0.40,2.50,0.07,41.00,54.00,1.00,3.38,0.86,10.50,6.00
7.00,0.43,0.30,2.00,0.09,6.00,39.00,0.99,3.33,0.46,11.90,6.00
7.00,0.43,0.30,2.00,0.09,6.00,39.00,0.99,3.33,0.46,11.90,6.00
9.10,0.40,0.57,4.60,0.08,6.00,20.00,1.00,3.28,0.57,12.50,6.00
7.00,0.75,0.12,1.80,0.11,15.00,64.00,1.00,3.22,0.59,9.50,6.00
6.20,0.43,0.22,1.80,0.08,21.00,56.00,1.00,3.52,0.60,9.50,6.00
7.90,0.58,0.23,2.30,0.08,23.00,94.00,1.00,3.21,0.58,9.50,6.00
7.70,0.57,0.21,1.50,0.07,4.00,9.00,0.99,3.16,0.54,9.80,6.00
7.70,0.26,0.26,2.00,0.05,19.00,77.00,1.00,3.15,0.79,10.90,6.00
7.90,0.58,0.23,2.30,0.08,23.00,94.00,1.00,3.21,0.58,9.50,6.00
7.70,0.57,0.21,1.50,0.07,4.00,9.00,0.99,3.16,0.54,9.80,6.00
6.80,0.65,0.02,2.10,0.08,8.00,15.00,0.99,3.35,0.62,10.40,6.00
6.80,0.65,0.02,2.10,0.08,8.00,15.00,0.99,3.35,0.62,10.40,6.00
9.60,0.38,0.42,1.90,0.07,5.00,13.00,1.00,3.15,0.75,10.50,6.00
10.20,0.33,0.46,1.90,0.08,6.00,9.00,1.00,3.10,0.48,10.40,6.00
8.80,0.27,0.46,2.10,0.10,20.00,29.00,0.99,3.26,0.56,11.30,6.00
7.90,0.57,0.31,2.00,0.08,10.00,79.00,1.00,3.29,0.69,9.50,6.00
8.20,0.34,0.37,1.90,0.06,43.00,74.00,0.99,3.23,0.81,12.00,6.00
8.20,0.40,0.31,1.90,0.08,8.00,24.00,1.00,3.24,0.69,10.60,6.00
9.00,0.39,0.40,1.30,0.04,25.00,50.00,0.99,3.20,0.83,10.90,6.00
10.90,0.32,0.52,1.80,0.13,17.00,44.00,1.00,3.28,0.77,11.50,6.00
10.90,0.32,0.52,1.80,0.13,17.00,44.00,1.00,3.28,0.77,11.50,6.00
8.10,0.53,0.22,2.20,0.08,33.00,89.00,1.00,3.26,0.46,9.60,6.00
10.50,0.36,0.47,2.20,0.07,9.00,23.00,1.00,3.23,0.76,12.00,6.00
12.60,0.39,0.49,2.50,0.08,8.00,20.00,1.00,3.07,0.82,10.30,6.00
7.70,0.18,0.34,2.70,0.07,15.00,58.00,0.99,3.37,0.78,11.80,6.00
7.10,0.75,0.01,2.20,0.06,11.00,18.00,0.99,3.39,0.40,12.80,6.00
7.80,0.55,0.00,1.70,0.07,7.00,17.00,1.00,3.26,0.64,9.40,6.00
7.10,0.75,0.01,2.20,0.06,11.00,18.00,0.99,3.39,0.40,12.80,6.00
9.00,0.40,0.41,2.00,0.06,15.00,40.00,0.99,3.22,0.60,12.20,6.00
5.90,0.29,0.25,13.40,0.07,72.00,160.00,1.00,3.33,0.54,10.30,6.00
6.90,0.41,0.33,2.20,0.08,22.00,36.00,0.99,3.41,0.75,11.10,6.00
7.10,0.60,0.01,2.30,0.08,24.00,37.00,1.00,3.40,0.61,10.90,6.00
7.10,0.60,0.01,2.30,0.08,24.00,37.00,1.00,3.40,0.61,10.90,6.00
7.00,0.58,0.28,4.80,0.09,12.00,69.00,1.00,3.32,0.70,11.00,6.00
6.80,0.64,0.00,2.70,0.12,15.00,33.00,1.00,3.44,0.63,11.30,6.00
6.80,0.64,0.00,2.70,0.12,15.00,33.00,1.00,3.44,0.63,11.30,6.00
8.50,0.37,0.32,1.80,0.07,26.00,51.00,0.99,3.38,0.72,11.80,6.00
7.20,0.57,0.05,2.30,0.08,16.00,36.00,1.00,3.38,0.60,10.30,6.00
7.20,0.57,0.05,2.30,0.08,16.00,36.00,1.00,3.38,0.60,10.30,6.00
10.40,0.43,0.50,2.30,0.07,13.00,19.00,1.00,3.10,0.87,11.40,6.00
6.90,0.41,0.31,2.00,0.08,21.00,51.00,1.00,3.47,0.55,9.50,6.00
5.00,0.38,0.01,1.60,0.05,26.00,60.00,0.99,3.70,0.75,14.00,6.00
7.30,0.44,0.20,1.60,0.05,24.00,64.00,0.99,3.38,0.57,11.70,6.00
7.80,0.58,0.13,2.10,0.10,17.00,36.00,0.99,3.24,0.53,11.20,6.00
8.00,0.72,0.22,2.30,0.08,13.00,81.00,1.00,3.24,0.54,9.50,6.00
7.00,0.69,0.00,1.90,0.11,3.00,10.00,1.00,3.35,0.60,9.70,6.00
8.00,0.72,0.22,2.30,0.08,13.00,81.00,1.00,3.24,0.54,9.50,6.00
7.10,0.46,0.20,1.90,0.08,28.00,54.00,1.00,3.37,0.64,10.40,6.00
7.10,0.46,0.20,1.90,0.08,28.00,54.00,1.00,3.37,0.64,10.40,6.00
7.90,0.77,0.00,2.00,0.08,9.00,22.00,1.00,3.33,0.68,10.90,6.00
8.70,0.63,0.28,2.70,0.10,17.00,69.00,1.00,3.26,0.63,10.20,6.00
7.10,0.16,0.44,2.50,0.07,17.00,31.00,0.99,3.35,0.54,12.40,6.00
8.20,0.64,0.10,2.10,0.07,25.00,60.00,1.00,3.29,0.75,10.90,6.00
5.90,0.40,0.13,2.40,0.06,14.00,28.00,0.99,3.62,0.67,12.40,6.00
8.20,0.64,0.10,2.10,0.07,25.00,60.00,1.00,3.29,0.75,10.90,6.00
7.20,0.53,0.14,2.10,0.06,15.00,29.00,0.99,3.35,0.61,12.10,6.00
5.70,0.60,0.00,1.40,0.06,11.00,18.00,0.99,3.45,0.56,12.20,6.00
5.20,0.65,0.00,2.15,0.08,15.00,28.00,0.99,3.78,0.61,12.50,6.00
6.70,0.86,0.07,2.00,0.10,20.00,57.00,1.00,3.60,0.74,11.70,6.00
9.10,0.37,0.32,2.10,0.06,4.00,15.00,1.00,3.30,0.80,11.20,6.00
6.50,0.51,0.15,3.00,0.06,12.00,27.00,0.99,3.33,0.59,12.80,6.00
7.00,0.36,0.21,2.30,0.09,20.00,65.00,1.00,3.40,0.54,10.10,6.00
7.00,0.36,0.21,2.40,0.09,24.00,69.00,1.00,3.40,0.53,10.10,6.00
7.50,0.63,0.27,2.00,0.08,17.00,91.00,1.00,3.26,0.58,9.80,6.00
5.40,0.74,0.00,1.20,0.04,16.00,46.00,0.99,4.01,0.59,12.50,6.00
9.90,0.44,0.46,2.20,0.09,10.00,41.00,1.00,3.18,0.69,11.90,6.00
7.50,0.63,0.27,2.00,0.08,17.00,91.00,1.00,3.26,0.58,9.80,6.00
9.10,0.76,0.68,1.70,0.41,18.00,64.00,1.00,2.90,1.33,9.10,6.00
5.00,0.74,0.00,1.20,0.04,16.00,46.00,0.99,4.01,0.59,12.50,6.00
6.70,0.46,0.24,1.70,0.08,18.00,34.00,0.99,3.39,0.60,10.60,6.00
6.70,0.46,0.24,1.70,0.08,18.00,34.00,0.99,3.39,0.60,10.60,6.00
6.70,0.46,0.24,1.70,0.08,18.00,34.00,0.99,3.39,0.60,10.60,6.00
6.70,0.46,0.24,1.70,0.08,18.00,34.00,0.99,3.39,0.60,10.60,6.00
7.40,0.60,0.26,2.10,0.08,17.00,91.00,1.00,3.29,0.56,9.80,6.00
7.40,0.60,0.26,2.10,0.08,17.00,91.00,1.00,3.29,0.56,9.80,6.00
8.40,0.39,0.10,1.70,0.08,6.00,25.00,1.00,3.09,0.43,9.70,6.00
6.60,0.58,0.02,2.40,0.07,19.00,40.00,0.99,3.38,0.66,12.60,6.00
7.50,0.51,0.02,1.70,0.08,13.00,31.00,1.00,3.36,0.54,10.50,6.00
